id,title,original_title,original_language,language_name,release_date,release_year,release_month,decade,genres,primary_genre,num_genres,popularity,vote_average,vote_count,rating_tier,popularity_tier,budget,revenue,has_budget_data,has_revenue_data,profit,roi,runtime,primary_country,production_countries,num_spoken_languages,production_companies,overview_length,gdp_per_capita_usd,population,popularity_norm,vote_average_norm,vote_count_norm,budget_norm,revenue_norm,runtime_norm
10195,Thor,Thor,en,English,2011-04-21,2011,4,2010,Adventure|Fantasy|Action,Adventure,3,23.4149,6.772,22789,Good,Very High,150000000.0,449326618.0,True,True,299326618.0,1.9955107866666666,115.0,US,US,1,Marvel Studios|Marvel Entertainment,64,50024.8812320773,311839461,0.22215891285148573,0.5685106382978723,0.553193042208977,0.2276865987615472,0.1536839231030772,0.4326530612244898
18240,The Proposal,The Proposal,en,English,2009-06-02,2009,6,2000,Comedy|Romance|Drama,Comedy,3,23.3866,7.2,7762,Good,Very High,40000000.0,317400000.0,True,True,277400000.0,6.935,108.0,US,US,1,Touchstone Pictures|Mandeville Films|Kurtzman/Orci,28,47194.9500893872,306771529,0.22175579043332103,0.6595744680851063,0.18761707821432916,0.06071632726738483,0.10856084398956119,0.40408163265306124
490132,Green Book,Green Book,en,English,2018-11-16,2018,11,2010,Drama|Comedy|History,Drama,3,23.3197,8.223,13243,Excellent,Very High,23000000.0,321752656.0,True,True,298752656.0,12.989245913043478,130.0,US,US,3,Participant|DreamWorks Pictures|Cinetic Media|Innisfree Pictures,51,62875.6661382728,328529577,0.22080282613030972,0.8772340425531915,0.3209585208612091,0.034911830763741554,0.11004959011236348,0.49387755102040815
263115,Logan,Logan,en,English,2017-02-28,2017,2,2010,Action|Drama|Science Fiction,Action,3,23.2393,7.82,20831,Good,Very High,97000000.0,619021436.0,True,True,522021436.0,5.381664288659794,137.0,US,US,2,Hutch Parker Entertainment|The Donners' Company|Genre Films|20th Century Fox|Marvel Entertainment|TSG Entertainment,42,60047.7190728307,326608609,0.21965755961368624,0.7914893617021276,0.5055589344361999,0.1472372861325417,0.2117249220602983,0.5224489795918368
49051,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,en,English,2012-12-12,2012,12,2010,Adventure|Fantasy|Action,Adventure,3,23.2217,7.381,20064,Good,Very High,250000000.0,1021103568.0,True,True,771103568.0,3.084414272,169.0,NZ,NZ|US,1,New Line Cinema|Metro-Goldwyn-Mayer|WingNut Films,32,40041.7524816244,4408100,0.21940685450556963,0.6980851063829787,0.48689940396545434,0.3794777546653312,0.34924973795732367,0.6530612244897959
616,The Last Samurai,The Last Samurai,en,English,2003-12-05,2003,12,2000,Drama|Action|War,Drama,3,23.1484,7.611,7766,Good,Very High,140000000.0,456800000.0,True,True,316800000.0,2.262857142857143,154.0,US,US,2,Radar Pictures|Bedford Falls Productions|Cruise/Wagner Productions|Warner Bros. Pictures,64,39490.3023903176,290107933,0.21836272470869775,0.7470212765957446,0.18771438997688847,0.2125074831711688,0.15624005629548215,0.5918367346938775
509635,Alone,Alone,en,English,2020-09-10,2020,9,2020,Horror|Thriller,Horror,2,23.0976,6.4,886,Mixed,Very High,,,False,False,,,98.0,US,US,2,Mill House Motion Pictures|Paperclip|XYZ Films,33,64465.2971415748,331578104,0.21763909860117947,0.4893617021276596,0.020338158374893566,,,0.363265306122449
1865,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,en,English,2011-05-15,2011,5,2010,Adventure|Action|Fantasy,Adventure,3,23.0029,6.574,15240,Good,Very High,379000000.0,1046721266.0,True,True,667721266.0,1.7617975356200528,136.0,GB,GB|US,2,Walt Disney Pictures|Jerry Bruckheimer Films|Moving Picture Company,31,42295.9273835322,63258810,0.2162901341842113,0.5263829787234042,0.3695414183189393,0.5752883457812125,0.3580118015278471,0.5183673469387755
953,Madagascar,Madagascar,en,English,2005-05-25,2005,5,2000,Adventure|Animation|Comedy|Family,Adventure,4,22.9536,6.93,11994,Good,Very High,75000000.0,542064525.0,True,True,467064525.0,6.227527,86.0,US,US,5,Pacific Data Images|DreamWorks Animation,29,44123.3996470026,295516599,0.21558787498931659,0.602127659574468,0.2905729230020679,0.11384323183370922,0.18540322264869954,0.3142857142857143
4552,A Tale of Two Sisters,"장화, 홍련",ko,Korean,2003-06-13,2003,6,2000,Drama|Horror|Mystery,Drama,3,22.9509,7.106,1391,Good,Very High,15100000.0,1100000.0,True,True,-14000000.0,-0.9271523178807947,115.0,KR,KR,1,Bom Film Productions|Masulpiri|Chungeorahm Film|Barunson E&A,40,15211.5483770422,47892330,0.21554941454659415,0.6395744680851063,0.032623768398005105,0.022920329447342624,0.000376232423113536,0.4326530612244898
77338,The Intouchables,Intouchables,fr,French,2011-11-02,2011,11,2010,Drama|Comedy,Drama,2,22.9474,8.272,18811,Excellent,Very High,13000000.0,426590315.0,True,True,413590315.0,31.814639615384614,113.0,FR,FR,2,Gaumont|Quad Productions|Chaocorp|Ten Films|TF1 Films Production,29,43929.7840873812,65340830,0.2154995584171391,0.8876595744680851,0.4564164943437538,0.019732715173363162,0.1459073878248222,0.42448979591836733
7518,Over the Hedge,Over the Hedge,en,English,2006-05-17,2006,5,2000,Adventure|Animation|Comedy|Family,Adventure,4,22.8974,6.6,4979,Good,Very High,80000000.0,343397247.0,True,True,263397247.0,3.2924655875,83.0,US,US,1,DreamWorks Animation,39,46301.9876485519,298379912,0.21478732799635342,0.5319148936170212,0.11991241941369662,0.12143278962889842,0.11745272533161619,0.3020408163265306
545611,Everything Everywhere All at Once,Everything Everywhere All at Once,en,English,2022-03-24,2022,3,2020,Action|Adventure|Science Fiction,Action,3,22.8758,7.7,8399,Good,Very High,25000000.0,139200000.0,True,True,114200000.0,4.568,140.0,US,US,3,IAC Films|AGBO|Ley Line Entertainment|Year of the Rat|A24,32,78008.6895811877,333996304,0.214479644454574,0.7659574468085105,0.20311397640189757,0.037947653881817235,0.04761080358127484,0.5346938775510204
402431,Wicked,Wicked,en,English,2024-10-16,2024,10,2020,Drama|Romance|Fantasy,Drama,3,22.863,6.9,3233,Good,Very High,150000000.0,763963597.0,True,True,613963597.0,4.093090646666667,162.0,US,US,1,Universal Pictures|Marc Platt Productions,50,86169.6641581917,340003797,0.2142973134668528,0.5957446808510638,0.07743583505656246,0.2276865987615472,0.2612997288493799,0.6244897959183674
3933,Corpse Bride,Corpse Bride,en,English,2005-09-12,2005,9,2000,Romance|Fantasy|Animation,Romance,3,22.8252,7.6,10419,Good,Very High,40000000.0,118133252.0,True,True,78133252.0,1.9533313,77.0,GB,GB|US,1,Tim Burton Productions|LAIKA|Patalex Productions|Warner Bros. Pictures,37,42240.2462987547,60401206,0.21375886726873877,0.7446808510638296,0.25225641649434377,0.06071632726738483,0.040405308957979745,0.27755102040816326
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",en,English,2005-12-07,2005,12,2000,Adventure|Family|Fantasy,Adventure,3,22.7994,7.1,11763,Good,Very High,180000000.0,745013115.0,True,True,565013115.0,3.13896175,143.0,GB,GB|US,2,Walt Disney Pictures|Walden Media|C.S. Lewis Company,26,42240.2462987547,60401206,0.21339135637161333,0.6382978723404253,0.28495316871426835,0.27322394553268237,0.25481806418239616,0.5469387755102041
109445,Frozen,Frozen,en,English,2013-11-20,2013,11,2010,Animation|Family|Adventure|Fantasy,Animation,4,22.6882,7.249,17879,Good,Very High,150000000.0,1274219009.0,True,True,1124219009.0,7.4947933933333335,102.0,US,US,1,Walt Disney Animation Studios,66,53297.3862901595,316726282,0.21180735591578587,0.6699999999999998,0.43374285366743703,0.2276865987615472,0.4358232304203496,0.3795918367346939
934433,Scream VI,Scream VI,en,English,2023-03-08,2023,3,2020,Horror|Thriller|Crime,Horror,3,22.627,6.926,3321,Good,Very High,33000000.0,169063850.0,True,True,136063850.0,4.12314696969697,123.0,US,US,1,Radio Silence|Project X Entertainment|Spyglass Media Group|Paramount Pictures,16,82586.7847707894,336755052,0.21093558588074413,0.6012765957446808,0.07957669383286704,0.05009094635411995,0.057825185535522884,0.46530612244897956
38365,Grown Ups,Grown Ups,en,English,2010-06-24,2010,6,2010,Comedy,Comedy,1,22.5886,6.435,6876,Mixed,Very High,80000000.0,271457606.0,True,True,191457606.0,2.393220075,102.0,US,US,1,Columbia Pictures|Relativity Media|Happy Madison Productions,22,48642.6312088213,309378227,0.2103885929175807,0.49680851063829773,0.16606252280744435,0.12143278962889842,0.0928470910672637,0.3795918367346939
24,Kill Bill: Vol. 1,Kill Bill: Vol. 1,en,English,2003-10-10,2003,10,2000,Action|Crime,Action,2,22.5546,8.0,19401,Good,Very High,30000000.0,180906076.0,True,True,150906076.0,5.030202533333333,111.0,US,US,3,Miramax|A Band Apart|Super Cool ManChu,24,39490.3023903176,290107933,0.20990427623144642,0.8297872340425531,0.4707699793212505,0.04553721167700644,0.06187560165911469,0.4163265306122449
614479,Insidious: The Red Door,Insidious: The Red Door,en,English,2023-07-05,2023,7,2020,Horror|Thriller,Horror,2,22.2968,6.525,2104,Good,Very High,16000000.0,189090647.0,True,True,173090647.0,10.8181654375,107.0,US,US,1,Blumhouse Productions|Stage 6 Films|Screen Gems,46,82586.7847707894,336755052,0.2062320161818752,0.5159574468085106,0.04996959007420022,0.02428644985047668,0.0646749840001612,0.4
301528,Toy Story 4,Toy Story 4,en,English,2019-06-19,2019,6,2010,Family|Comedy|Animation|Adventure,Family,4,22.2555,7.464,10981,Good,Very High,175000000.0,1073841394.0,True,True,898841394.0,5.1362365371428576,100.0,US,US,1,Pixar,57,65227.9565911038,330226227,0.2056437138543062,0.7157446808510638,0.2659287191339253,0.2656343877374932,0.36728774371346945,0.37142857142857144
9502,Kung Fu Panda,Kung Fu Panda,en,English,2008-06-04,2008,6,2000,Action|Animation|Comedy|Family,Action,4,22.1515,7.338,12986,Good,Very High,130000000.0,632091832.0,True,True,502091832.0,3.8622448615384615,90.0,US,US,1,DreamWorks Animation,63,48570.0594269601,304093966,0.20416227457907182,0.6889361702127659,0.3147062401167741,0.1973283675807904,0.21619541119807778,0.3306122448979592
640,Catch Me If You Can,Catch Me If You Can,en,English,2002-12-16,2002,12,2000,Drama|Crime,Drama,2,22.1369,7.978,17551,Good,Very High,52000000.0,352114312.0,True,True,300114312.0,5.771429076923077,141.0,US,US,2,Kemp Company|Splendid Pictures|DreamWorks Pictures|Parkes+MacDonald Production,52,37997.7424300242,287625193,0.2039543032962024,0.8251063829787233,0.4257632891375745,0.07893126597583891,0.12043423747522818,0.5387755102040817
181808,Star Wars: The Last Jedi,Star Wars: The Last Jedi,en,English,2017-12-13,2017,12,2010,Adventure|Action|Science Fiction,Adventure,3,22.0694,6.737,16673,Good,Very High,300000000.0,1334407706.0,True,True,1034407706.0,3.4480256866666665,152.0,US,US,1,Lucasfilm Ltd.,32,60047.7190728307,326608609,0.20299279222814168,0.561063829787234,0.4044033572558083,0.4553733326172231,0.45640966989437937,0.5836734693877551
497698,Black Widow,Black Widow,en,English,2021-07-07,2021,7,2020,Action|Adventure|Science Fiction,Action,3,22.0682,7.15,11610,Good,Very High,200000000.0,379751131.0,True,True,179751131.0,0.898755655,134.0,US,US,2,Marvel Studios,60,71441.2319805947,332100166,0.20297569869804283,0.648936170212766,0.2812309937963751,0.3035821767134392,0.1298869043372175,0.5102040816326531
290098,The Handmaiden,아가씨,ko,Korean,2016-06-01,2016,6,2010,Thriller|Drama|Romance,Thriller,3,21.9602,8.2,4487,Excellent,Very High,8575000.0,38600000.0,True,True,30025000.0,3.501457725947522,145.0,KR,KR,2,Moho Film|Yong Film|CJ Entertainment,66,30832.0628072516,51217803,0.20143728098914562,0.8723404255319146,0.1079430726189028,0.01301595652462072,0.013202419377719248,0.5551020408163265
558449,Gladiator II,Gladiator II,en,English,2024-11-13,2024,11,2020,Action|Adventure|Drama,Action,3,21.9573,6.591,4732,Good,Very High,310000000.0,462180717.0,True,True,152180717.0,0.4909055387096774,148.0,US,US,1,Paramount Pictures|Scott Free Productions|Lucy Fisher/Douglas Wick Productions,73,86169.6641581917,340003797,0.20139597162474004,0.53,0.1139034180756599,0.47055244820760156,0.1580804318205975,0.5673469387755102
603692,John Wick: Chapter 4,John Wick: Chapter 4,en,English,2023-03-21,2023,3,2020,Action|Thriller|Crime,Action,3,21.9523,7.712,8285,Good,Very High,100000000.0,447316405.0,True,True,347316405.0,3.47316405,170.0,DE,DE|US,9,Thunder Road|87Eleven|Studio Babelsberg|Lionsgate,47,54776.7668235491,83287273,0.2013247485826615,0.7685106382978721,0.20034059116895755,0.1517910208096552,0.15299636662956845,0.6571428571428571
161,Ocean's Eleven,Ocean's Eleven,en,English,2001-12-07,2001,12,2000,Thriller|Crime,Thriller,2,21.919,7.466,12886,Good,Very High,85000000.0,450717150.0,True,True,365717150.0,4.302554705882353,116.0,US,US,3,Warner Bros. Pictures|Village Roadshow Pictures|NPV Entertainment|Jerry Weintraub Productions|Section Eight,53,37133.6203973517,284968955,0.2008504031224182,0.7161702127659574,0.3122734460527916,0.1290223474240876,0.15415952906036687,0.43673469387755104
577922,Tenet,Tenet,en,English,2020-08-22,2020,8,2020,Action|Thriller|Science Fiction,Action,3,21.8971,7.171,11512,Good,Very High,205000000.0,365304105.0,True,True,160304105.0,0.781971243902439,150.0,GB,GB|US,4,Warner Bros. Pictures|Syncopy,38,40815.1255364787,66740000,0.200538446198114,0.6534042553191489,0.2788468556136723,0.3111717345086284,0.12494556416617618,0.5755102040816327
436969,The Suicide Squad,The Suicide Squad,en,English,2021-07-28,2021,7,2020,Action|Comedy|Adventure,Action,3,21.855,7.446,9892,Good,Very High,185000000.0,168717425.0,True,True,-16282575.0,-0.08801391891891892,132.0,US,US,3,DC Films|Atlas Entertainment|The Safran Company|Warner Bros. Pictures,35,71441.2319805947,332100166,0.19993874818381244,0.7119148936170211,0.23943559177715606,0.2808135033278716,0.05770669722043624,0.5020408163265306
57800,Ice Age: Continental Drift,Ice Age: Continental Drift,en,English,2012-06-27,2012,6,2010,Animation|Comedy|Adventure|Family,Animation,4,21.8112,6.4,8266,Mixed,Very High,95000000.0,877244782.0,True,True,782244782.0,8.2341556,88.0,US,US,1,Blue Sky Studios|20th Century Fox Animation,33,51708.3940614082,314339099,0.19931483433520414,0.4893617021276596,0.19987836029680087,0.144201463014466,0.30004547970936063,0.3224489795918367
406563,Insidious: The Last Key,Insidious: The Last Key,en,English,2018-01-03,2018,1,2010,Horror|Thriller,Horror,2,21.805,6.3,3274,Mixed,Very High,10000000.0,172811971.0,True,True,162811971.0,16.2811971,103.0,US,US,1,Stage 6 Films|Blumhouse Productions|Universal Pictures,36,62875.6661382728,328529577,0.19922651776302672,0.4680851063829787,0.07843328062279528,0.015178980496249642,0.05910716155350912,0.3836734693877551
313369,La La Land,La La Land,en,English,2016-12-01,2016,12,2010,Comedy|Drama|Romance,Comedy,3,21.7981,7.9,18477,Good,Very High,30000000.0,509183536.0,True,True,479183536.0,15.972784533333334,129.0,US,US,1,Summit Entertainment|Gilbert Films|Impostor Pictures|Marc Platt Productions,63,57976.628204291,324353340,0.1991282299649583,0.8085106382978723,0.4482909621700523,0.04553721167700644,0.17415688365759732,0.4897959183673469
566525,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,en,English,2021-09-01,2021,9,2020,Action|Adventure|Fantasy,Action,3,21.7594,7.484,10729,Good,Very High,150000000.0,432243292.0,True,True,282243292.0,1.8816219466666666,132.0,US,US,2,Marvel Studios,23,71441.2319805947,332100166,0.1985769636192701,0.7199999999999999,0.25979807809268946,0.2276865987615472,0.14784088488754452,0.5020408163265306
329865,Arrival,Arrival,en,English,2016-11-10,2016,11,2010,Drama|Science Fiction|Mystery,Drama,3,21.745,7.633,19859,Good,Very High,47000000.0,203388186.0,True,True,156388186.0,3.3274082127659574,116.0,US,US,3,FilmNation Entertainment|Lava Bear Films|21 Laps Entertainment,28,57976.628204291,324353340,0.19837184125808385,0.7517021276595743,0.4819121761342902,0.07134170818064971,0.06956519488562164,0.43673469387755104
216015,Fifty Shades of Grey,Fifty Shades of Grey,en,English,2015-02-11,2015,2,2010,Drama|Romance|Thriller,Drama,3,21.7264,5.858,12547,Mixed,Very High,40000000.0,569651467.0,True,True,529651467.0,13.241286675,125.0,US,US,1,Universal Pictures|Focus Features|Michael De Luca Productions|Trigger Street Productions,74,56849.4697923159,321815121,0.19810689154155156,0.37404255319148927,0.304026274175891,0.06071632726738483,0.19483882999797594,0.47346938775510206
786892,Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga,en,English,2024-05-22,2024,5,2020,Action|Science Fiction|Adventure,Action,3,21.7198,7.4,5181,Good,Very High,168000000.0,174287546.0,True,True,6287546.0,0.03742586904761905,149.0,AU,AU|US,1,Warner Bros. Pictures|Kennedy Miller Mitchell|Domain Entertainment,65,64609.9865116088,27194286,0.19801287712600782,0.7021276595744681,0.12482666342294124,0.2550090068242283,0.059611854908590244,0.5714285714285714
940551,Migration,Migration,en,English,2023-12-06,2023,12,2020,Family|Comedy|Adventure|Animation,Family,4,21.6473,7.357,2320,Good,Very High,72000000.0,298776052.0,True,True,226776052.0,3.149667388888889,83.0,US,US,1,Universal Pictures|Illumination,34,82586.7847707894,336755052,0.19698014301586853,0.6929787234042553,0.055224425252402384,0.1092894971565957,0.10219086428607171,0.3020408163265306
101299,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,en,English,2013-11-15,2013,11,2010,Adventure|Action|Science Fiction,Adventure,3,21.6272,7.424,18773,Good,Very High,130000000.0,865011746.0,True,True,735011746.0,5.653936507692308,146.0,US,US,1,Lionsgate|Color Force,50,53297.3862901595,316726282,0.19669382638671262,0.7072340425531914,0.45549203259944043,0.1973283675807904,0.2958613941958027,0.5591836734693878
508947,Turning Red,Turning Red,en,English,2022-03-10,2022,3,2020,Animation|Family|Comedy|Fantasy,Animation,4,21.5486,7.33,6037,Good,Very High,175000000.0,21813358.0,True,True,-153186642.0,-0.87535224,100.0,US,US,5,Pixar,26,78008.6895811877,333996304,0.19557420016523747,0.6872340425531914,0.14565138061063132,0.2656343877374932,0.007460856480864946,0.37142857142857144
37165,The Truman Show,The Truman Show,en,English,1998-06-04,1998,6,1990,Comedy|Drama,Comedy,2,21.5232,8.158,20840,Excellent,Very High,60000000.0,264118712.0,True,True,204118712.0,3.401978533333333,103.0,US,US,4,Paramount Pictures|Scott Rudin Productions,34,32853.6725949234,275854000,0.1952123871114783,0.8634042553191487,0.5057778859019584,0.09107455844814162,0.09033695702768946,0.3836734693877551
616037,Thor: Love and Thunder,Thor: Love and Thunder,en,English,2022-07-06,2022,7,2020,Fantasy|Action|Comedy,Fantasy,3,21.5163,6.36,8941,Mixed,Very High,250000000.0,760928081.0,True,True,510928081.0,2.043712324,119.0,US,US,1,Marvel Studios|Kevin Feige Productions,65,78008.6895811877,333996304,0.1951140993134099,0.48085106382978726,0.21629972022868263,0.3794777546653312,0.26026148629685464,0.4489795918367347
12153,White Chicks,White Chicks,en,English,2004-06-23,2004,6,2000,Comedy|Crime,Comedy,2,21.5163,6.963,4743,Good,Very High,37000000.0,113100000.0,True,True,76100000.0,2.056756756756757,109.0,US,US,1,Revolution Studios|Wayans Bros. Entertainment|Gone North Productions,63,41724.6411982614,292805298,0.1951140993134099,0.6091489361702127,0.11417102542269797,0.056162592590271315,0.03868377746086926,0.40816326530612246
38757,Tangled,Tangled,en,English,2010-11-24,2010,11,2010,Animation|Family|Adventure,Animation,3,21.4866,7.616,12697,Good,Very High,260000000.0,592461732.0,True,True,332461732.0,1.2786989692307693,100.0,US,US,1,Walt Disney Animation Studios|Walt Disney Pictures,50,48642.6312088213,309378227,0.19469103444346314,0.7480851063829785,0.30767546527186473,0.39465687025570956,0.20264066262128524,0.37142857142857144
4348,Pride & Prejudice,Pride & Prejudice,en,English,2005-09-16,2005,9,2000,Drama|Romance,Drama,2,21.4486,8.052,8950,Excellent,Very High,28000000.0,124604345.0,True,True,96604345.0,3.4501551785714284,128.0,FR,FR|GB|US,1,StudioCanal|Working Title|Scion Films|Focus Features,63,34696.3718316971,63180854,0.194149739323666,0.840851063829787,0.21651867169444106,0.04250138855893076,0.042618627587810154,0.4857142857142857
8874,My Best Friend's Wedding,My Best Friend's Wedding,en,English,1997-06-19,1997,6,1990,Comedy|Romance,Comedy,2,21.423,6.561,2960,Good,Very High,38000000.0,299288605.0,True,True,261288605.0,6.876015921052631,105.0,US,US,3,Zucker Brothers Productions|Predawn Productions|TriStar Pictures,36,31459.1299691554,272657000,0.1937850773482237,0.5236170212765957,0.07079430726189027,0.05768050414930915,0.10236617363546222,0.39183673469387753
1124,The Prestige,The Prestige,en,English,2006-10-19,2006,10,2000,Drama|Mystery|Science Fiction,Drama,3,21.3939,8.211,18115,Excellent,Very High,40000000.0,109676311.0,True,True,69676311.0,1.741907775,130.0,GB,GB|US,1,Warner Bros. Pictures|Touchstone Pictures|Newmarket Films|Syncopy,29,44695.161023424,60846820,0.19337055924332638,0.8746808510638298,0.4394842476584357,0.06071632726738483,0.03751276745584454,0.49387755102040815
194,Amélie,Le Fabuleux Destin d'Amélie Poulain,fr,French,2001-04-25,2001,4,2000,Comedy|Romance,Comedy,2,21.3775,7.921,12653,Good,Very High,10000000.0,173921954.0,True,True,163921954.0,16.3921954,122.0,FR,FR|DE,2,Victoires Productions|Tapioca Films|France 3 Cinéma|MMC Independent|UGC,55,22331.7948343036,61364377,0.1931369476653087,0.8129787234042553,0.30660503588371246,0.015178980496249642,0.05948681087282736,0.46122448979591835
24553,All the Invisible Children,Les enfants invisibles,fr,French,2006-03-03,2006,3,2000,Drama,Drama,1,21.2551,6.981,78,Good,Very High,,,False,False,,,124.0,FR,FR|IT,4,MK Film Productions S.r.l.|Frequency Production,15,36431.5658906555,63622342,0.19139340759522522,0.6129787234042552,0.0006811823379150954,,,0.46938775510204084
926393,The Equalizer 3,The Equalizer 3,en,English,2023-08-30,2023,8,2020,Action|Thriller|Crime,Action,3,21.2291,7.294,3899,Good,Very High,70000000.0,191067560.0,True,True,121067560.0,1.7295365714285715,109.0,IT,IT|US,3,Columbia Pictures|Eagle Pictures|Escape Artists|ZHIV Productions,42,39279.699782164,58984216,0.19102304777641663,0.6795744680851062,0.09363824352268581,0.10625367403852003,0.06535115081965429,0.40816326530612246
118,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,en,English,2005-07-13,2005,7,2000,Adventure|Comedy|Family|Fantasy,Adventure,4,21.2131,7.0,16381,Good,Very High,150000000.0,475000000.0,True,True,325000000.0,2.1666666666666665,115.0,GB,GB|US,1,Warner Bros. Pictures|Village Roadshow Pictures|The Zanuck Company|Plan B Entertainment|Theobald Film Productions,23,42240.2462987547,60401206,0.1907951340417652,0.6170212765957446,0.39729959858897945,0.2276865987615472,0.16246503236411747,0.4326530612244898
489,Good Will Hunting,Good Will Hunting,en,English,1997-12-05,1997,12,1990,Drama,Drama,1,21.2091,8.166,14300,Excellent,Very High,10000000.0,225933435.0,True,True,215933435.0,21.5933435,127.0,US,US,1,Lawrence Bender Productions|Be Gentlemen Limited Partnership|Miramax,39,31459.1299691554,272657000,0.19073815560810234,0.8651063829787233,0.34667315411750393,0.015178980496249642,0.07727638364861197,0.4816326530612245
791373,Zack Snyder's Justice League,Zack Snyder's Justice League,en,English,2021-03-18,2021,3,2020,Action|Adventure|Fantasy,Action,3,21.2002,8.1,11126,Excellent,Very High,70000000.0,,True,False,,,242.0,US,US,1,Warner Bros. Pictures|The Stone Quarry|Atlas Entertainment|Access Entertainment|Dune Entertainment|DC Films,36,71441.2319805947,332100166,0.19061137859320246,0.8510638297872338,0.2694562705266999,0.10625367403852003,,0.9510204081632653
550988,Free Guy,Free Guy,en,English,2021-08-11,2021,8,2020,Comedy|Adventure|Science Fiction,Comedy,3,21.1436,7.436,10161,Good,Very High,110000000.0,331526598.0,True,True,221526598.0,2.0138781636363636,115.0,US,US,1,Berlanti Productions|21 Laps Entertainment|Maximum Effort|Lit Entertainment Group|20th Century Studios|TSG Entertainment,51,71441.2319805947,332100166,0.18980513375687302,0.7097872340425531,0.24597980780926895,0.1669701364000336,0.11339258764237609,0.4326530612244898
519182,Despicable Me 4,Despicable Me 4,en,English,2024-06-20,2024,6,2020,Animation|Comedy|Action|Science Fiction|Family,Animation,5,21.1157,6.967,3360,Good,Very High,100000000.0,972021410.0,True,True,872021410.0,8.7202141,94.0,US,US,1,Universal Pictures|Illumination,49,86169.6641581917,340003797,0.1894077091820746,0.6099999999999999,0.08052548351782021,0.1517910208096552,0.33246208636683044,0.3469387755102041
365620,Ferrari,Ferrari,en,English,2023-12-14,2023,12,2020,History|Drama,History,2,21.1094,6.362,1303,Mixed,Very High,95000000.0,39220516.0,True,True,-55779484.0,-0.5871524631578947,131.0,US,US|IT|GB|SA,1,STXfilms|Forward Pass|Storyteller Productions|Ketchup Entertainment|Esme Grace Media|Cecchi Gori USA|Red Sea Fund|Iervolino & Lady Bacardi Entertainment|Red Sea International Film Festival,43,82586.7847707894,336755052,0.1893179681490556,0.48127659574468085,0.030482909621700523,0.144201463014466,0.013414655490367891,0.49795918367346936
11544,Lilo & Stitch,Lilo & Stitch,en,English,2002-06-21,2002,6,2000,Animation|Family|Comedy|Science Fiction,Animation,4,21.0961,7.558,7240,Good,Very High,80000000.0,273144151.0,True,True,193144151.0,2.4143018875,85.0,US,US,1,Walt Disney Pictures,42,37997.7424300242,287625193,0.1891285148571266,0.7357446808510637,0.1749178932003406,0.12143278962889842,0.09342394283999318,0.31020408163265306
280092,Insidious: Chapter 3,Insidious: Chapter 3,en,English,2015-05-28,2015,5,2010,Horror|Thriller,Horror,2,21.0951,6.3,3762,Mixed,Very High,10000000.0,120453155.0,True,True,110453155.0,11.0453155,97.0,CA,CA|US,1,Blumhouse Productions|Entertainment One,43,43594.2379080706,35704498,0.18911427024871086,0.4680851063829787,0.0903053156550298,0.015178980496249642,0.04119878921383443,0.35918367346938773
120467,The Grand Budapest Hotel,The Grand Budapest Hotel,en,English,2014-02-26,2014,2,2010,Comedy|Drama,Comedy,2,21.0813,8.0,16490,Good,Very High,30000000.0,174600318.0,True,True,144600318.0,4.8200106,100.0,US,US|DE,2,Fox Searchlight Pictures|Studio Babelsberg|Indian Paintbrush|TSG Entertainment|American Empirical Pictures,66,55153.3940182967,319257560,0.188917694652574,0.8297872340425531,0.39995134411872035,0.04553721167700644,0.05971883283248801,0.37142857142857144
949,Heat,Heat,en,English,1995-12-15,1995,12,1990,Crime|Drama|Action,Crime,3,21.0607,7.9,8677,Good,Very High,60000000.0,187400000.0,True,True,127400000.0,2.1233333333333335,170.0,US,US,2,Warner Bros. Pictures|Regency Enterprises|Forward Pass,50,28690.8757013347,266278000,0.1886242557192103,0.8085106382978723,0.2098771438997689,0.09107455844814162,0.06409672921359472,0.6571428571428571
829557,365 Days: This Day,365 dni: Ten dzień,pl,Polish,2022-04-26,2022,4,2020,Romance|Drama,Romance,2,21.0002,5.942,1875,Mixed,Very High,,,False,False,,,110.0,PL,PL,5,Ekipa|Open Mind Production,38,18891.2121169279,36821749,0.18776245691005955,0.3919148936170213,0.04439849166768033,,,0.4122448979591837
207703,Kingsman: The Secret Service,Kingsman: The Secret Service,en,English,2015-01-24,2015,1,2010,Crime|Comedy|Action,Crime,3,20.9912,7.617,18147,Good,Very High,81000000.0,414351546.0,True,True,333351546.0,4.115451185185186,129.0,GB,GB|US,3,20th Century Fox|Marv|Cloudy Productions|TSG Entertainment,32,45256.040227057,65087000,0.1876342554343181,0.7482978723404254,0.4402627417589101,0.12295070118793626,0.14172134144380266,0.4897959183673469
